Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
New Bristol Public Library,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Bristol,ME,USA
South Berwick Counting House Museum and Archives,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,South Berwick,ME,USA
British Library,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,London,,United Kingdom
Archiv des Auswärtiges Amt (Archive of the Foreign Office),Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Berlin,,Germany
Perthes-Archiv,Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Gotha,,Germany
IWO Archive of Yiddish Culture,"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
National Library,"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
Bibliothèque Nationale de France (Mitterand site),Stanford University,Kelly Summers,2010,"The Great Return: Reintegrating Émigrés in Republican France, 1794-1804.",Paris,,France
Ben Zvi Institute,"University of California, Berkeley",Samuel Thrope,2010,Rabbinic Literature and Zoroastrian Anti-Judaism in the Shkand Gumanig Vizar,Jerusalem,,Israel
South Caroliniana Library,University of Southern California,Matthew Amato,2011,"Exposing Humanity: Slavery, Abolitionism, and Early Photography in America, 1839-1870",Charleston,SC,USA
"The Metropolitan Museum of Art, Gilman Paper Company Collection","University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,New York,NY,USA
"Bibliothèque Charcot, La Salpêtrière","University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Paris,,France
Bibliothèque nationale de France,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Paris,,France
Gérard Lévy Collection,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Paris,,France
Institut Métapsychique International,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Paris,,France
Société Française de Photographie,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Paris,,France
American Philosophical Society Library,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Philadelphia,PA,USA
The University of Manitoba Archives & Special Collections,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Winnipeg,MB,Canada
"Biblioteca Rodolfo F. Chiari, Ancon Hill",Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Balboa Heights,,Panam_
University of Oregon Library,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home""� and Abroad, 1865-1945",Eugene,OR,USA
Sam Houston State University Library,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home""� and Abroad, 1865-1945",Huntsville,TX,USA
Lopez Memorial Museum and Library,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Manila,,Philippines
New Bilibid Prison,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Muntinlupa City,,Philippines
U.S. District Court,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",New Orleans,LA,USA
"Archivo Belisario Porras, Universidad de Panamá",Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Panama City,,Panam_
Iwahig Prison and Penal Farm,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home""� and Abroad, 1865-1945",Puerto Princesa,Palawan Island,Philippines
University of the Philippines,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Quezon City,,Philippines
The National Archives at San Francisco,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",San Bruno,CA,USA
"Park Archives and Records Center, Golden Gate National Recreation Area",Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",San Francisco,CA,USA
Bibliothèque Louis Aragon d’Amiens,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Amiens,,France
Musée de Picardie,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Amiens,,France
Bibliothèque Interuniversitaire de Montpellier,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Montpellier,,France
Bodleian Library,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly""� Art in Gothic France",Oxford,,United Kingdom
Bibliothèque Mazarine,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
Bibliothèque nationale de France (Richelieu),University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
Bibliothèque Ste-Geneviève,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
Musée du Louvre,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
Gwangju Biennale,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Gwangju,,South Korea
Museum of Modern Art,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",New York,NY,USA
University of San Diego,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",San Diego,CA,USA
Tantaquidgeon Indian Museum,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Montville,CT,USA
National Museum of Modern and Contemporary Art,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Seoul,,South Korea
Staatsgalerie,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Stuttgart,,Germany
Library of Congress,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Washington,DC,USA
Smithsonian American Art Museum,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Washington,DC,USA
Amore Pacific Museum of Fine Arts,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Yongin,,South Korea
Nam June Paik Art Center,The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Yongin,,South Korea
Foundation for Iranian Studies,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Washington,DC,USA
Nigerian Red Cross Eastern Region Headquarters,Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Enugu,,Nigeria
"Nnamdi Azikiwe Library, University of Nigeria _ Nsukka",Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Nsukka,,Nigeria
Archivo Histórico Provinicial en Matanzas,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Matanzas,,Cuba
Biblioteca Nacional de México,Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,Mexico City,,Mexico
Hispanic Society of America,New York University,Emma Otheguy,2014,Facing the Gallego: Indirect Creolization in the Sixteenth and Seventeenth-Century Atlantic,New York,NY,USA
"University of California, Berkeley, The Bancroft Library",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Berkeley,CA,USA
Başbakanlık Osmanlı Arşivi (Archives of the Ottoman Prime Ministry),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Archiwum Główny Akt Dawnych (AGAD- The Central Archives of Historical Records),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Warsaw,,Poland
Archivo Histórico Diocesano de San Sebastian,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",San Sebastian,,Spain
Central Municipal Archive of the City of Moscow (TsMAM g. Moskvy),Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
State Archive of the Russian Federation,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
National Archives of Latvia,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Riga,,Latvia
"University of Freiburg, Special Collections","University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Freiburg im Breisgau,,Germany
"Rizal Library, Ateneo de Manila University",Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",Quezon City,,Philippines
San Francisco Maritime National Historical Park,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home""� and Abroad, 1865-1945",San Francisco,CA,USA
Bibliothèque de l’Arsenal,University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
Musée de Cluny – Musée national du Moyen Âge (Museum of the Middle Ages),University of Chicago,Elizabeth Woodward,2014,"Le Roman de la Poire': Constructing Courtliness and ""Courtly"" Art in Gothic France",Paris,,France
"Leeum, Samsung Museum of Art",The Ohio State University,Ahyoung Yoo,2014,"We Are In Open Circuits:' Technology, Globalization, and Contemporary Korean Art",Seoul,,South Korea
University of New Orleans Archive,Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home""� and Abroad, 1865-1945",New Orleans,LA,USA
"Angola Prison, Louisiana State Penitentiary",Harvard University,Benjamin Weber,2014,"America's Carceral Empire: Punishment, Work and Detention at ""Home"" and Abroad, 1865-1945",West Feliciana Parish,LA,USA
Amasya Bayezid II Kütüphanesi,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Ankara,,Turkey
Ine Beg Library,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Bursa,,Turkey
Belediye Kütuphanesi,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Istanbul,,Turkey
Millet Kütüphanesi,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Istanbul,,Turkey
Süleymaniye Kütüphanesi,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Istanbul,,Turkey
Topkap_ Saray Museum,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Istanbul,,Turkey
British Library,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,London,,United Kingdom
Manisa Il Halk Kütüphanesi,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Manisa,,Turkey
Bodleian Library,University of Washington,Oscar Aguirre-Mandujano,2014,Captured by Writing: Literary Language and Political Culture in the Court of Bayezid II (r.1481-1512).,Oxford,,United Kingdom
Milli Kütüphane (National Library of Turkey),Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Ankara,,Turkey
Türk Tarih Kurumu (Turkish History Foundation),Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Ankara,,Turkey
Bundesarchiv (Federal Archives of Germany),Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Berlin,,Germany
Humboldt University Library,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Berlin,,Germany
Hebrew University of Jerusalem Library and Archives,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Jerusalem,,Israel
Wellcome Library,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",London,,United Kingdom
Columbia University Library,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",New York,NY,USA
University of Paris (5-Descartes) Health and Science Library,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Paris,,France
Weizmann Institute of Science Archives,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Rehovot,,Israel
Library of Congress,Harvard University,Elisabeth Burton,2014,"Genetic Nationalism: Ethnic Mythmaking and Human Biology Research in Iran, Turkey, and Israel",Washington,DC,USA
Olusegun Obasanjo Presidential Library,Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Abeokuta,,Nigeria
"National Archives of Nigeria, Calabar Zonal Office",Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Calabar,,Nigeria
"National Archives of Nigeria, Enugu Branch",Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Enugu,,Nigeria
"National Archives of Nigeria, Ibadan Branch",Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Ibadan,,Nigeria
Arewa House of Ahmadu Bello University _ Zaria,Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Kaduna,,Nigeria
"National Archives of Nigeria, Kaduna Branch",Columbia University,Samuel Fury Childs Daly,2014,"Forging Nigerian Citizenship: Law and Bureaucracy in the Biafra War, 1967-1970",Kaduna,,Nigeria
Archivo Nacional de Cuba,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Havana,,Cuba
Biblioteca Nacional de José Martí,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Havana,,Cuba
Instituto de Literatura y Lingüística,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Havana,,Cuba
Private Collection of Mercedes Ibarra Ibáñez,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Havana,,Cuba
Museo Juan Gualberto Gómez,Washington University in St. Louis,Alexander Eastman,2014,"Binding Freedom: Cuba's Black Public Sphere, 1868-1912",Matanzas,,Cuba
Archives of the Maronite Patriarchate,"University of California, San Diego",Edward Falk,2014,Peaceful Conquest Through Education': Missionary Education in Ottoman Syria,Beirut,,Lebanon
Library and Archive of L’Université Saint-Joseph,"University of California, San Diego",Edward Falk,2014,Peaceful Conquest Through Education': Missionary Education in Ottoman Syria,Beirut,,Lebanon
National Archives of Japan,Columbia University,Jang Wook Huh,2012,"Black Radicalism in Korea: Overlapping Dispossessions in Afro-Korean Literary Networks, 1888-1959",Tokyo,Tokyo,Japan
National Diet Library,Columbia University,Jang Wook Huh,2012,"Black Radicalism in Korea: Overlapping Dispossessions in Afro-Korean Literary Networks, 1888-1959",Tokyo,Tokyo,Japan
Başbakanlık Osmanlı Arşivi (Archives of the Ottoman Prime Ministry),"University of California, San Diego",Edward Falk,2014,Peaceful Conquest Through Education': Missionary Education in Ottoman Syria,Istanbul,,Turkey
The Bible House Archive,"University of California, San Diego",Edward Falk,2014,Peaceful Conquest Through Education': Missionary Education in Ottoman Syria,Istanbul,,Turkey
Kinsey Institute Library and Special Collections,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Bloomington,IN,USA
Boston City Archives,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Boston,MA,USA
Boston Public Library,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Boston,MA,USA
Northeastern University Library,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Boston,MA,USA
Schlesinger Library,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Cambridge,MA,USA
University of Massachusetts Dartmouth Special Collections,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Dartmouth,MA,USA
Detroit City Archives,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Detroit,MI,USA
Detroit Public Library,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Detroit,MI,USA
Exodus Trust/Erotic Heritage Museum,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Las Vegas,NV,USA
"University of California, Los Angeles, Charles E. Young Research Library",Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Los Angeles,CA,USA
William Margold personal collection,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Los Angeles,CA,USA
Amistad Research Center,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",New Orleans,LA,USA
Exodus Trust/Institute for the Advanced Study of Human Sexuality,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",San Francisco,CA,USA
Syracuse University Special Collections Research Center,Yale University,Devin McGeehan Muchmore,2014,"""It's All for Sale"": Erotic Entrepreneurs and the Moral Economies of Sexual Commerce in the Late-Twentieth Century United States",Syracuse,NY,USA
British Library,Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,London,,United Kingdom
Biblioteca Nacional de España,Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,Madi,,Spain
"Directorate of Archives and Archeology, Goa",Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,Panaji,,India
John Carter Brown Library,Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,Providence,RI,USA
Archivo General de Indias,Harvard University,Stuart McManus,2014,Globalizing Cicero: Humanist Eloquence in Early Modern European Empires,Seville,,Spain
Archivo Real y General de Navarra,New York University,Emma Otheguy,2014,Facing the Gallego: Indirect Creolization in the Sixteenth and Seventeenth-Century Atlantic,Pamplona,,Spain
Archivo de la Real Chancillería de Valladolid,New York University,Emma Otheguy,2014,Facing the Gallego: Indirect Creolization in the Sixteenth and Seventeenth-Century Atlantic,Valladolid,,Spain
"University of New Mexico, Albuquerque, Center for Southwest Research",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Albuquerque,NM,USA
"University of Colorado, Boulder, Norlin Archives",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Boulder,CO,USA
National Archives and Records Administration,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",College Park,MD,USA
"Colorado Historical Society, Stephen H. Hart Library and Research Center",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Denver,CO,USA
Herzog August Bibliothek,"University of Illinois, Urbana-Champaign",Jacob Baum,2010,"Sensory Perception, Religious Ritual and Reformation in Germany, 1450-1566",Wolfenbüttel,,Germany
Colorado State Archives,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Denver,CO,USA
"Denver Public Library, Western History and Genealogy",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Denver,CO,USA
National Archives and Records Administration,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Denver,CO,USA
"Colorado State University, Fort Collins, Archives and Special Collections",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Fort Collins,CO,USA
"University of California, Los Angeles, Charles E. Young Research Library",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Los Angeles,CA,USA
Archivo Histórico de la Secretaría de Relaciones Exteriore,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Mexico City,,Mexico
"Stanford University, Hoover Institution Archives and University Archives",University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Palo Alto,CA,USA
National Archives and Records Administration,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Riverside,CA,USA
National Archives and Records Administration,University of Minnesota,Bernadette Perez,2014,"Beets Better than Gold: Labor, Race, Nation, and the Politics of Belonging in the Development of Colorado Agribusiness",Washington,DC,USA
Kadi Sicilleri (Islamic court archive),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Ankara,,Turkey
Tapu ve Kadastro (deed and land survey archive),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Ankara,,Turkey
Vakıflar Arşıvı (Pious endowments archive),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Ankara,,Turkey
Arhivele Naţionale ale României (National Archive of Romania),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Bucharest,,Romania
Biblioteka Czartoryskich (Czartoryski Family Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Cracow,,Poland
Biblioteka Narodowa w Krakowie (National Library in Cracow),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Cracow,,Poland
Ataturk Kütüphanesi (Ataturk Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Belediye Kütuphanesi (Belediye Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Köprülü Kütüphanesi (Köprülü Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Milli Kütüphanesi (Milli Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Topkapi Sarayı Kütüphanesi (Topkapi Palace Library),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Mem_lik-i Mahr_se:  the ""Bulwark of Christendom""� and the ""Well Protected Domains""� of the early modern Polish-Lithuanian/Ottoman frontier",Istanbul,,Turkey
Biblioteka Kórnicka (Library of Kórnik),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Kornik,,Poland
